local_name,state_name,average_score,lat,lon
 Westfield, MA,3,42.1382,-72.7561
 Westminster, CO,4.4,39.5797,-77.0064
 Westminster, MD,4.366666667,39.5797,-77.0064
 Weston, MA,2.5,26.1006,-80.4057
 Westville, IN,5,41.5381,-86.9054
 Wheaton, IL,3.872727273,41.8561,-88.1083
 Wheeling, WV,3.3,42.1308,-87.9239
 White Bear Lake, MN,3.889473684,45.0655,-93.0149
 White Plains, NY,4.3,41.022,-73.7548
 Whitewater, WI,3.51,42.8372,-88.7341
 Whittier, CA,4.315384615,33.9678,-118.0188
 Wichita, KS,3.36,37.6897,-97.3442
 Wichita Falls, TX,3.442857143,33.9072,-98.5293
 Williamsburg, KY,4.5,36.7392,-84.1647
 Williamsburg, VA,4.009090909,36.7392,-84.1647
 Williamsport, PA,4.525,41.2398,-77.0371
 Williamsville, NY,3.333333333,42.9623,-78.7418
 Wilmington, DE,4,39.4387,-83.8184
 Wilmington, NC,3.534375,39.4387,-83.8184
 Winchester, VA,5,38.0014,-84.1907
 Windsor, ON,3.8,40.4679,-104.9214
 Winnipeg, MB,3.322222222,49.883,-97.166
 Winona, MN,3.705882353,44.0509,-91.6689
 Winooski, VT,5,44.4951,-73.1842
 Winston-Salem, NC,3.933333333,36.1029,-80.261
 Winter Haven, FL,3.9,28.0122,-81.7018
 Winter Park, FL,3.75,28.5986,-81.3436
 Wooster, OH,3.8,40.8167,-81.9338
 Worcester, MA,3.727272727,42.2705,-71.8079
 Yankton, SD,5,42.89,-97.3924
 York, PA,3.233333333,34.9968,-81.2348
 Youngstown, OH,4.036363636,41.0993,-80.6463
 Ypsilanti, MI,3.89375,42.2437,-83.6205
 Yucaipa, CA,4.3,34.0336,-117.0426
 Yuma, AZ,3.866666667,32.5991,-114.5488
 Zanesville, OH,3.733333333,39.9567,-82.0133
